"statement_date","transaction_date","posting_date","description","amount","currency_amount","currency_code","exchange_rate","source_file"
"2024-05-03","2024-04-07","2024-04-08","ARITZIA CHINOOK CTR 10 CALGARY","150.31","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-07","2024-04-09","SHOPPERS DRUG MART #03 CALGARY","29.38","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-11","2024-04-12","SIMONS (CALGARY) CALGARY","124.06","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-11","2024-04-12","SIMONS (CALGARY) CALGARY","9.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-11","2024-04-12","INDIGOSPIRIT 079 CALGARY","21.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-11","2024-04-15","WINNERS 267 CALGARY","12.58","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-11","2024-04-15","THE WEDNESDAY ROOM CALGARY","107.48","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-12","2024-04-15","WESTJET 8384409781184 CALGARY","47.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-13","2024-04-15","THAI EXPRESS CALGARY","18.51","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-13","2024-04-15","HUDSON ST2172 CALGARY","14.55","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-13","2024-04-16","BUCA DI BEPPO LAS VEGAS","42.92","30.36","USD","1.41370","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-14","2024-04-16","WESTJET CALGARY","9.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-15","2024-04-17","URTH CAFFE LAS VEGAS LAS VEGAS","38.79","27.44","USD","1.41362","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-16","2024-04-17","LAS VEGAS CONVENTION CTR LAS VEGAS","37.90","26.80","USD","1.41417","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-16","2024-04-17","LAS VEGAS CONVENTION CTR LAS VEGAS","27.70","19.51","USD","1.41978","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-16","2024-04-18","EVOLVE ST2409 LAS VEGAS","30.20","21.27","USD","1.41984","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-16","2024-04-18","WESTJET 8384409842580 CALGARY","49.08","34.70","USD","1.41440","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-17","2024-04-18","TI FRONT DESK LAS VEGAS","646.57","455.78","USD","1.41860","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-19","2024-04-22","HUSKY 52453 CALGARY","38.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-20","2024-04-22","SECOND CUP 9596 ROCKY VIEW C","7.61","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-20","2024-04-22","OLD NAVY CA 2664 CALGARY","57.47","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-20","2024-04-22","UA CROSS IRON MILLS ROCKY VIEW","25.73","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-21","2024-04-22","WINNERSHOMESENSE 416/0 ROCKY VIEW","85.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-21","2024-04-22","TIM HORTONS #6931 MORLEY","4.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-21","2024-04-23","ALBERTA PARKS EDMONTON","15.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-21","2024-04-23","BEARSPAW KANANASKIS TRAV MORLEY","12.85","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-22","2024-04-23","CPC SCP DIAPCUST/CU841 OTTAWA","16.29","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-27","2024-04-29","CANNA CABANA CALGARY","50.39","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-28","2024-04-30","SHOPPERS DRUG MART #03 CALGARY","44.26","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-29","2024-04-30","PAYMENT - THANK YOU","-2800.79","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-30","2024-05-01","3716-CLGY RELAY POST I CALGARY","19.93","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-04-29","2024-05-02","SOBEYS COUNTRY HILLS #548 CALGARY","29.47","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-05-03","2024-05-03","2024-05-03","RETAIL INTEREST","26.09","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_03-2024.pdf"
"2024-06-03","2024-05-04","2024-05-06","SUNWING ONBOARD SALES 416-620-4955","9.98","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-04","2024-05-06","SUNWING ONBOARD SALES 416-620-4955","5.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-08","2024-05-09","REAL CDN SUPERSTORE #1 CALGARY","8.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-09","2024-05-09","SUNWING ONBOARD SALES 416-620-4955","23.46","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-08","2024-05-10","THE HOME DEPOT #7111 CALGARY","6.28","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-09","2024-05-10","Etsy.com*HOLYWOOLRUGS Toronto","250.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-11","2024-05-13","IKEA CALGARY CALGARY","135.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-11","2024-05-13","IKEA CALGARY CALGARY","25.69","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-11","2024-05-13","HEARTS CHOICES INC. CALGARY","22.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-11","2024-05-13","MOORES GREENHOUSE STRATHMORE","73.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-11","2024-05-13","SQ *SHE BAKES BOUQUETS CALGARY","7.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-11","2024-05-13","MARGARITA'S TO GO CALGARY","38.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-12","2024-05-13","GREENGATE GARDEN CENTRES CALGARY","129.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-12","2024-05-14","ACE LIQUOR COUNTRY HIL CALGARY","18.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-12","2024-05-15","SOBEYS COUNTRY HILLS #548 CALGARY","36.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-15","2024-05-16","NEW YORK FRIES #219 CR ROCKYVIEW","12.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-15","2024-05-16","SHOPPERS DRUG MART #23 ROCKY VIEW C","171.61","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-15","2024-05-16","ALDO 1488 ROCKY VIEW","78.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-14","2024-05-17","WAL-MART SUPERCENTER#3013 CALGARY","60.86","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-15","2024-05-17","SHOE COMPANY # 336 ROCKY VIEW","104.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-16","2024-05-21","LA PREP CALGARY","20.52","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-16","2024-05-21","SANDBAR SEAFOOD RESTAURAN VANCOUVER","135.61","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-16","2024-05-21","HUDSON ST2180 CALGARY","8.39","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-17","2024-05-21","COMPASS ACCOUNT BURNABY","3.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-17","2024-05-21","COMPASS ACCOUNT BURNABY","3.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-17","2024-05-21","VICTORIA TAXI # 56 VICTORIA","27.65","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-17","2024-05-21","SQ *TACO JUSTICE VICTORIA","60.35","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-17","2024-05-21","SAVE ON FOODS #921 VICTORIA","42.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-17","2024-05-21","SAVE ON FOODS #940 VANCOUVER","27.22","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-18","2024-05-21","BUTCHART GARDENS GELAT BRENTWOOD BA","10.24","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-18","2024-05-21","BUTCHART GARDENS GIFT BRENTWOOD BA","38.04","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-18","2024-05-21","RAMEN ARASHI VICTORIA","60.12","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","STARBUCKS 15971 VICTORIA","12.76","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","VICTORIA HIGHLAND GAMES VICTORIA","20.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","R PARKING VIC VICTORIA","6.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","R PARKING VIC VICTORIA","6.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","SQ *VINTAGE AFTER DEATH Victoria","152.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","SQ *STRAWBERRY PARADE VICTORIA","15.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","CAFFE FANTASTICO VICTORIA","52.84","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","CAFFE FANTASTICO VICTORIA","56.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","OSCAR & LIBBY'S TOYSTORE VICTORIA","58.24","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","LEMON HEAVEN VICTORIA","6.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-19","2024-05-21","VALUE VILLAGE # 2010 VICTORIA","29.52","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-20","2024-05-21","THE DRAKE EATERY VICTORIA","84.31","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-20","2024-05-21","BCF - VANIS, SPIRIT OF VICTORIA","44.14","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-20","2024-05-21","604 -FLIGHT STOP RICHMOND","41.03","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-20","2024-05-22","COMPASS ACCOUNT BURNABY","3.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-22","2024-05-23","CPC SCP DIAPCUST/CU920 OTTAWA","22.18","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-22","2024-05-23","MOORES GREENHOUSE STRATHMORE","32.03","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-22","2024-05-23","PAYMENT - THANK YOU","-2413.44","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-20","2024-05-24","YELLOW CAB #36 VICTORIA","28.55","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-22","2024-05-27","SOBEYS COUNTRY HILLS #548 CALGARY","63.03","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-25","2024-05-27","SP SOLELY JANE HTTPSTRYSOLE","167.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-05-29","2024-05-31","DAIRY QUEEN #27416 CALGARY","12.89","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-01","2024-06-03","REAL CDN SUPERSTORE #1 CALGARY","113.86","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","GREENGATE GARDEN CENTRES CALGARY","47.19","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","GREENGATE GARDEN CENTRES CALGARY","40.91","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","CALGARY TRANSIT CALGARY","3.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","ARDENE #55 CALGARY","31.34","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","DOLLARAMA #1346 CALGARY","17.33","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","REAL CDN. SUPERSTORE # CALGARY","10.62","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-06-03","2024-06-02","2024-06-03","SQ *HULA POKE SOUTHCENTRE Calgary","20.74","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2024.pdf"
"2024-07-03","2024-06-02","2024-06-04","HUDSON'S BAY #1164 CALGARY","62.37","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-03","2024-06-04","FISH CREEK 24 HOUR PET CALGARY","274.61","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-05","2024-06-07","THE HOME DEPOT #7111 CALGARY","41.58","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-06","2024-06-07","TAMARIND VIETNAMESE GRIL CALGARY","39.96","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-06","2024-06-07","SAFFRON STREET CALGARY","17.33","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-11","2024-06-12","SP FRAGRANCE MILKING VANCOUVER","51.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-11","2024-06-12","CPC SCP DIAPCUST/CU921 OTTAWA","16.97","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-13","2024-06-14","PAYMENT - THANK YOU","-1119.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-15","2024-06-17","WINNERSHOMESENSE 38406 CALGARY","141.72","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-15","2024-06-17","SQ *FIELD STONE FRUIT WIN Strathmore","25.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-15","2024-06-17","SQ *SABORES MEXICAN CUISI Calgary","10.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-15","2024-06-17","SQ *SUNWORKS FARM/FORK IN Calgary","6.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-15","2024-06-17","SHIJO CAFE CALGARY","32.36","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-19","2024-06-20","IKEA.CA ONLINE BURLINGTON","57.65","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-20","2024-06-21","BLUENOTES 9839 ROCKY VIEW","52.46","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-20","2024-06-21","SEPHORA CROSS IRON ROCKY VIEW","40.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-20","2024-06-21","SQ *HULA CROSS IRON MILLS Balzac","24.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-21","2024-06-21","La Senza 7336 Rockyview","20.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-20","2024-06-24","DSW #551 ROCKY VIEW","94.48","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-20","2024-06-24","LA VIE EN ROSE INC #831 ROCKY VIEW C","37.64","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-21","2024-06-24","STARBUCKS COFFEE #2626 CALGARY","9.35","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-06-28","2024-07-02","UPPBEAT PREMIUM LEEDS","66.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-01","2024-07-03","3716-CLGY RELAY POST I CALGARY","51.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-01","2024-07-03","A&W # 1577 CALGARY","10.17","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-01","2024-07-03","LUFTHANSA 2202608920903 TORONTO","150.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-02","2024-07-03","YAROSLAV BORYSYUK SPEKTRU KRAKOW","16.27","46.00","PLN","0.35369","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-02","2024-07-03","AWIW SP Z OO KRAKOW","177.55","502.00","PLN","0.35368","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-02","2024-07-03","FUNDACJA Warszawa","7.07","20.00","PLN","0.35350","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-07-03","2024-07-02","2024-07-03","PAYMENT - THANK YOU","-552.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2024.pdf"
"2024-08-06","2024-07-04","2024-07-05","MZH976 ZHOVKVA","4.31","125.00","UAH","0.03447","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-05","2024-07-08","MZH976 ZHOVKVA","18.46","538.00","UAH","0.03431","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-14","2024-07-15","MAGAZIN LVOV","94.07","2750.00","UAH","0.03420","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-14","2024-07-15","KIKOMILANO1LVIV LVOV","14.68","429.00","UAH","0.03421","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-14","2024-07-15","MAGAZINODJAGUGOLDI LVOV","13.65","399.00","UAH","0.03421","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-15","2024-07-16","VSIMEBLITUT ZHOVKVA","218.95","6400.00","UAH","0.03421","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-18","2024-07-19","TSVZ ZHOVKVA ZHOVKVA","56.96","1673.00","UAH","0.03404","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-20","2024-07-22","Szlaban Cafe Krakow","52.00","145.00","PLN","0.35862","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-20","2024-07-22","UBER *EATS HELP.UBER.CO","26.38","73.58","PLN","0.35852","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-21","2024-07-22","UBER *TRIP HELP.UBER.CO","22.10","61.62","PLN","0.35864","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-21","2024-07-22","LUFTHANSA 2204028235568 48662171465","77.24","215.39","PLN","0.35860","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-21","2024-07-22","LUFTHANSA 2204028235569 48662171465","77.24","215.39","PLN","0.35860","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-22","2024-07-23","EUROWINGS DISCOVER KOELN","12.12","7.90","EUR","1.53417","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-23","2024-07-24","NEW YORK FRIES #219 CR ROCKYVIEW","12.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-24","2024-07-25","ARITZIA SOUTH CENTRE 1 CALGARY","159.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-24","2024-07-26","SEPHORA SOUTH CALGARY CALGARY","64.58","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-24","2024-07-29","SOBEYS MILLRISE #5064 CALGARY","25.32","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-26","2024-07-29","THE HOME DEPOT #7076 CALGARY","145.39","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-26","2024-07-29","PIZZA MARU KITCHEN + BAR CALGARY","57.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-27","2024-07-29","HELENS PLACE CALGARY","84.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-27","2024-07-29","MICHAELS 3912 CALGARY","56.64","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-28","2024-07-30","VALUE VILLAGE # 2132 CALGARY","51.48","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-28","2024-07-30","SHELL C21720 CALGARY","2.51","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-07-28","2024-07-30","WESTJET 8382189137439 CALGARY","125.97","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-08-01","2024-08-02","WINNERS 465 CALGARY","102.87","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-08-01","2024-08-02","MICHAELS #3935 CALGARY","10.49","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-08-02","2024-08-06","Etsy.com*PathosCollection Toronto","57.73","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-08-03","2024-08-06","GOODWILL PLAZA STORE CALGARY","58.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-08-03","2024-08-06","VALUE VILLAGE #2162 CALGARY","62.46","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-08-06","2024-08-06","2024-08-06","RETAIL INTEREST","17.08","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_06-2024.pdf"
"2024-09-04","2024-08-06","2024-08-07","FlairAir - B7WJPG EDMONTON","620.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-06","2024-08-07","PAYMENT - THANK YOU","-2067.19","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-08","2024-08-09","SQ *TOWNSITE OF REDWOOD M REDWOOD MEAD","13.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
"2024-09-04","2024-08-09","2024-08-12","UBER CANADA/UBERTRIP TORONTO","33.94","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_04-2024.pdf"
